Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2012
298740|Patente|PA/a/2005/011886|04/11/2005|02/05/2012|<i>A61K38/00</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES PARA LA PREVENCION Y TRATAMIENTO DE SEPTICEMIA.|Un método para prevenir o tratar la septicemia administrando conjuntamente a un paciente una cantidad para prevenir o tratar la septicemia de uno o más inhibidores del complemento y una cantidad para prevenir o tratar la septicemia de uno o más inhibidores de la vía CD14. Los inhibidores del complemento son de preferencia anticuerpos que se unen a proteínas del complemento como C5a y las inhiben y los inhibidores de la vía CD14 son de preferencia anticuerpos que se unen a componentes de la vía CD14 como CD14 y LPS y los inhiben.|FUNG, SEK CHUNG; MOLLNES, TOM, EIRIK; Deal Street 3511, 77025, Houston, Texas, E.U.A.|TANOX, INC.*; MEDINNOVA AS; Stella Link Road 10301, 77025-5497, Houston, Texas, E.U.A.|
299182|Patente|MX/a/2010/000920|22/01/2010|15/05/2012|<i>C08C19/04</i> <b>(2006-01)</b>; <i>C08C19/20</i> <b>(2006-01)</b>; <i>C08C19/22</i> <b>(2006-01)</b>; <i>C08F8/06</i> <b>(2006-01)</b>; <i>C08F8/32</i> <b>(2006-01)</b>; <i>C08F8/34</i> <b>(2006-01)</b>; <i>C08L95/00</i> <b>(2006-01)</b>|COMPOSICION BITUMEN/POLIMERO CON RETICULACIONES TERMORREVERSIBLES.|La invención se refiere a una composición bitumen/polímero que comprende al menos un bitumen y al menos un polímero injertado, permitiendo los injertos la reticulación de forma termorreversible de las composiciones bitumen/polímero. La invención se refiere igualmente a la utilización de estas composiciones bitumen/polímero en el campo de las aplicaciones viarias, especialmente en la fabricación de aglutinantes para firmes, y en el campo de las aplicaciones industriales. La invención se refiere también al procedimiento de preparación de estas composiciones bitumen/polímero reticuladas de forma termorreversible.|PIERRE CHAVEROT; CHARLOTTE GODIVIER; LUDWIK LEIBLER; ILIAS ILIOPOULOS; AMANDA KATHRYN LEACH; Jurieux, F-42800, Sainte-Croix en Jarez, , FRANCIA|TOTAL RAFFINAGE MARKETING.*; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE-CNRS.*; 24, cours Michelet, F-92800, Puteaux, , FRANCIA|
299183|Patente|MX/a/2007/011234|13/09/2007|15/05/2012|<i>C07D235/30</i> <b>(2006-01)</b>; <i>A61K31/4184</i> <b>(2006-01)</b>; <i>A61K31/4439</i> <b>(2006-01)</b>; <i>A61K31/4709</i> <b>(2006-01)</b>; <i>A61K31/4725</i> <b>(2006-01)</b>; <i>A61P25/28</i> <b>(2006-01)</b>; <i>C07D401/04</i> <b>(2006-01)</b>; <i>C07D401/12</i> <b>(2006-01)</b>; <i>C07D401/14</i> <b>(2006-01)</b>; <i>C07D403/12</i> <b>(2006-01)</b>; <i>C07D403/14</i> <b>(2006-01)</b>; <i>C07D405/14</i> <b>(2006-01)</b>; <i>C07D409/14</i> <b>(2006-01)</b>; <i>C07D417/14</i> <b>(2006-01)</b>; <i>C07D471/04</i> <b>(2006-01)</b>; <i>C07D473/00</i> <b>(2006-01)</b>|DERIVADOS DE BENZAZOL, COMPOSICIONES Y METODOS DE USO EN LA FORMA DE INHIBIDORES DE B-SECRETASA.|La presente invención se dirige a compuestos de benzazol que inhiben la enzima de disociación de proteína de precursor amiloide de sitio-ß (BACE) y que pueden ser útiles en el tratamiento o prevención de enfermedades en las cuales está implicado BACE, tal como enfermedad de Alzheimer. La presente invención también se dirige a composiciones farmacéuticas que comprenden estos compuestos y al uso de estos compuestos y composiciones en la prevención o tratamiento de dichas enfermedades en las cuales BACE está implicado.|ADNAN M. M. MJALLI; ROBERT C. ANDREWS; JEFF ZHU; MOHAN RAO; DAVID JONES; DEVI REDDY GOHIMMUKKULA; GUOXIANG HUANG; TAN REN; 6421 Ashton Park Drive, 27310, Oak Ridge, North Caroline, E.U.A.|HIGH POINT PHARMACEUTICALS, LLC.; 4170 Mendenhall Oaks Parkway, Suite 110, 27265, High Point, North Caroline, E.U.A.|
299184|Patente|MX/a/2007/006852|07/06/2007|15/05/2012|<i>B32B27/00</i> <b>(2006-01)</b>; <i>B32B27/34</i> <b>(2006-01)</b>|PELICULAS DE BARRERA DE EMPAQUE DE CAPAS MULTIPLES QUE COMPRENDEN COPOLIMEROS DE ALCOHOL VINILICO ETILENICO.|Se proporcionan composiciones y películas para empaque que tienen una barrera de oxígeno de capas múltiples que comprenden una capa de copolímero EVOH en contacto con al menos una capa de poliamida. Las composiciones de copolímero EVOH comprenden preferentemente aproximadamente 44mol%, o menos de etileno. Las películas de empaque de capas múltiples, pueden incluir opcionalmente una capa exterior que comprende materiales resistentes al calor tal como poliéster o poliamida. Las barreras de oxígeno de capas múltiples aquí descritas, pueden proporcionar películas de contracción superior con propiedades superiores de la barrera de oxígeno. Las barreras de oxígeno se pueden utilizar para elaborar películas que se pueden contraer con calor y empaques de alimentos que tienen altos niveles deseados de contracción libre.|THOMAS A. SCHELL; MATT C. PATERKA; 7025 Wisnac Road, 54986, Winneconne, Wisconsin, E.U.A.|CURWOOD, INC.*; 2200 Badger Avenue, 54904, Oshkosk, Wisconsin, E.U.A.|
299185|Patente|MX/a/2010/013694|10/12/2010|15/05/2012|<i>C07D401/14</i> <b>(2006-01)</b>; <i>A61K31/496</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>A61P29/00</i> <b>(2006-01)</b>; <i>A61P35/00</i> <b>(2006-01)</b>|DERIVADOS DE 2-OXO-ALQUIL-1-PIPERAZIN-2-ONA, SU PREPARACION Y SU USO EN TERAPEUTICA.|La invención se refiere a los derivados de 4-{2-[fenil-3 6-dihidro-piridina-1-il]-2-alqu il-oxo-1}-piperazintl-2-ona y 4-{2-fenil[2,5-dihidro-pirrol-1-iI]-2-oxo-alquilo}-1-piperazinil-2-ona de formula general (I), en donde A, B, M, R3 y n son tal como se define en la demanda 1 La invención se refiere también a la preparación del mismo y para el uso terapéutico de los mismos.|MARCO BARONI; FRANCOISE BONO; SANDRINE DELBARY-GOSSART; c/o Sanofi-Aventis, Department Brevets 174 Avenue de France, F-75013, Paris, FRANCIA|SANOFI-AVENTIS; 174, avenue de France, F-75013, Paris, , FRANCIA|
299186|Patente|MX/a/2008/005141|18/04/2008|15/05/2012|<i>C12N15/62</i> <b>(2006-01)</b>; <i>C07K14/54</i> <b>(2006-01)</b>; <i>C07K14/715</i> <b>(2006-01)</b>|DOMINIO SUSHI DE IL-15RALFA COMO UN MEJORADOR DE POTENCIA Y SELECTIVO DE LA ACCION DE IL-15 A TRAVES DE IL-15BETA/GAMMA, Y PROTEINAS DE FUSION DEL HIPERAGONISTA (SUSHI IL15 DE IL15RALFA).|La presente invención se refiere a la estimulación de la IL-15Rbeta/gamma que señala la trayectoria, de tal modo para inducir y/o estimular la activación y/o proliferación de células de IL-15Rbeta/gamma-positiva, tal como células NK y/o T. Los compuestos apropiados incluyen compuestos que comprenden por lo menos una entidad de unión de IL-15Rbeta/gamma, directa o indirectamente ligada por covalencia a por lo menos un polipéptido que contenga el dominio sushi de la región extracelular de una IL-15Ralfa.|YANNICK JACQUES; ARIANE PLET; ERWAN MORTIER; AGNES QUEMENER; PATRICIA VUSIO; 32 bis rue Noire, 44000, Nantes, FRANCIA|INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM); 101 Rue de Tolbiac, 75654, Paris Cedex, FRANCIA|
299187|Patente|MX/a/2007/012642|11/10/2007|15/05/2012|<i>A61K9/20</i> <b>(2006-01)</b>; <i>A61K31/47</i> <b>(2006-01)</b>; <i>A61K9/48</i> <b>(2006-01)</b>; <i>A61P31/04</i> <b>(2006-01)</b>|COMPOSICIONES FARMACEUTICAS QUE TIENEN PERFILES MEJORADOS DE DISOLUCION PARA FARMACOS POCO SOLUBLES.|Se describen composiciones farmacéuticas que tienen perfiles de disolución mejorados para fármacos en las mismas.|HUAILIANG WU; GEOFF ZHANG; 8094 Rrf Breckenridge Dr. , 60047, Long Grove, Illinois, E.U.A.|ABBOTT LABORATORIES.*; Dept. 377 Bldg. AP6A-1, Col. 100 Abbott Park Road, 60064-6008, Abbott Park, Illinois, E.U.A.|
299188|Patente|MX/a/2008/016348|18/12/2008|15/05/2012|<i>A61K31/425</i> <b>(2006-01)</b>; <i>A61K31/437</i> <b>(2006-01)</b>; <i>A61K31/4745</i> <b>(2006-01)</b>; <i>A61P43/00</i> <b>(2006-01)</b>|COMPUESTOS MULTICICLICOS NOVEDOSOS Y EL USO DE LOS MISMOS.|La presente invención está dirigida a moléculas multicíclicas novedosas que median la actividad enzimática. En particular, los compuestos pueden ser efectivos en el tratamiento de enfermedades o estados de enfermedad relacionados con la actividad de las enzimas PARP, VEGFR2, y MLK3, incluyendo, por ejemplo, enfermedades neurodegenerativas, inflamación, isquemia, y cáncer.|JAMES L. DIEBOLD; ROBERT L. HUDKINS; ALLISON L. ZULLI; SANKAR CHATTERJEE; DEREK DUNN; REDDEPPAREDDY DANDU; GREGORY J. WELLS; 1375 Indian Creed Drive, 19096-3321, Wynnewood, Pennsylvania, E.U.A.|CEPHALON, INC.*; 41 Moores Road, P. O. Box 4011, 19355, Frazer, Pennsylvania, E.U.A.|
299189|Patente|MX/a/2009/006021|05/06/2009|15/05/2012|<i>F23G5/027</i> <b>(2006-01)</b>; <i>C10B53/00</i> <b>(2006-01)</b>|REACTOR PARA PIROLISIS Y METODO PARA CARGAR Y VACIAR EL REACTOR.|La presente invención se refiere a un reactor para la recuperación de carbón e hidrocarburos del material de entrada orgánico a través de la pirolisis, que comprende un recipiente (2) que se extiende a lo largo de un eje central vertical (6) y muestra una cámara (3) que está limitada exteriormente por una superficie externa (5) y por sección inferior y superior de pared (7, 8), en cuya cámara se desea que el material de entrada (4) en forma fragmentada deba colocarse, por lo que el recipiente tiene una abertura (12) con una compuerta (14) que cuando está en posición cerrada forma un límite entre la cámara y la atmósfera circundante, una entrada (9) para la introducción del gas calentado en la cámara, y una salida (10) para el paso hacia fuera desde la cámara de gas que ha pasado a través del material de entrada que se ha colocado en la cámara, caracterizada en que la entrada (9) comprende varias unidades de entrada (35:1-35:n) acomodadas en áreas en la cámara (3), cuya unidades de entrada, para la conducción del gas en la cámara, se colocan en conexión con la transferencia de gas con una fuente de emisión de gas a través de una tubería de entrada (30:1-30:n) que pertenece a cada unidad de entrada individual, la salida (10) comprende un número de unidades de salida (50:1-50:n) acomodadas en las áreas en la cámara que, para la conducción del corte de gas desde la cámara, se colocan en conexión con la transferencia de gas con una tubería de salida separada (51) que pertenece a cada unidad de salida.|BENGT-STURE ERSHAG.-*; Högsböle 63, 944 91, Hortlax, , SUECIA|BENGT-STURE ERSHAG.-*; Högsböle 63, 944 91, Hortlax, , SUECIA|
299190|Patente|MX/a/2011/006182|09/06/2011|15/05/2012|<i>H01L31/042</i> <b>(2006-01)</b>|MODULO DE CELDA SOLAR Y METODO PARA SU PRODUCCION.|Este módulo de celdas solares (1) comprende una pluralidad de arreglos de celdas solares (11). Cada arreglo de celdas solares (11) incluye una pluralidad de elementos semiconductores esféricos (20) dispuestos en una fila, por lo menos un par de diodos de derivación (40), y un par de miembros conductores (14) que se conectan en paralelo con la pluralidad de elementos semiconductores esféricos (20) y la pluralidad de diodos de derivación (40). Cada uno de los miembros conductores (14) incluye una cadena o una pluralidad de cadenas conductoras (15) a las cuales se conectan eléctricamente la pluralidad de elementos semiconductores esféricos (20) y tienen una anchura inferior o igual al radio de los elementos semiconductores esféricos (20), y una pluralidad de piezas conductoras (16) formada integralmente con las cadenas conductoras(15) en por lo menos ambos extremos del miembro conductor (14), en el que los diodos de derivación (40) están conectados eléctricamente en paralelo inverso a los elementos semiconductores esféricos (20), y con anchura superior o igual a la anchura de los diodos de derivación (40).|NAKATA, JOSUKE; 29-3, Goryoooeyama-cho 4-chome, Nishikyo-ku, 610-1102, Kyoto-shi, Kyoto, JAPON|KYOSEMI CORPORATION; 949-2, Ebisu-cho, Fushimi-ku, 612-8201, Kyoto-shi, Kyoto, JAPON|
299191|Patente|MX/a/2009/004971|08/05/2009|15/05/2012|<i>A43B5/00</i> <b>(2006-01)</b>|ZAPATO ACOJINADO.|La presente invención se refiere a un zapato acojinado, caracterizado porque comprende: una suela flexible y elástica que tiene una superficie sustancialmente lisa; una parte superior de zapato unida a la suela, en donde al menos una porción de la parte superior de zapato tiene relleno dispuesto en la misma, la parte superior de zapato define un empeine que tiene una garganta y un cuarto que tiene una línea superior de collar de tobillo; una estructura de acojinamiento de tobillo que se extiende desde la parte superior de zapato, la estructura de acojinamiento de tobillo está adaptada de tal forma que la estructura de acojinamiento de tobillo cubra al menos parcialmente el maléolo medio de un usuario y no cubra el maléolo lateral; una lengüeta rellena unida a la parte superior de zapato; una estructura de retención para mantener al zapato sobre el pie de un usuario; una solapa protectora exterior unida a la parte superior de zapato, la solapa protectora exterior se ubica de tal manera que la solapa protectora exterior cubra al menos una porción de la estructura de retención, y una estructura de acoplamiento para asegurar la solapa protectora exterior a la parte superior de zapato, la estructura de acoplamiento se ubica al menos parcialmente bajo la solapa protectora exterior de tal forma que la solapa protectora exterior cubra sustancialmente la estructura de acoplamiento, con lo cual el usuario puede golpear un objetivo con el zapato, y el objetivo y el usuario son protegidos contra lesiones causadas por el impacto directo con por lo menos una de la estructura de retención, la estructura de acoplamiento y el maléolo medio del usuario.|STEVEN H. SHEPHERD; 345 Ellamar Road, 33405, West Palm Beach, Florida, E.U.A.|RINGSTAR, INC.*; 30 South M. Street, 33460, Lake Worth, Florida, E.U.A.|
299192|Patente|MX/a/2008/007914|18/06/2008|14/05/2012|<i>C10L1/02</i> <b>(2006-01)</b>; <i>C12M1/00</i> <b>(2006-01)</b>; <i>C12M1/42</i> <b>(2006-01)</b>; <i>C12P5/00</i> <b>(2006-01)</b>; <i>G01N29/34</i> <b>(2006-01)</b>|PROCESO Y APARATO PARA EXTRAER BIODIESEL A PARTIR DE ALGAS.|La presente invención se refiere a un sistema para el crecimiento del alga, extracción de lípidos y transesterificación de los lípidos para obtener biodiesel. El sistema comprende tres secciones que son crecimiento, extracción y almacenamiento y reacción. En el área de extracción de lípidos se cuenta con un reactor de ultrasonido donde se rompen las paredes externas del alga así como las del saco de aceite para permitir la extracción de los lípidos, en el área de transesterificación se cuenta igualmente con un reactor de ultrasonido que rompe las moléculas del fluido que pasa a través de el para acelera la reacción y hacerla casi inmediata.|ANTONIO JOSE DE JESUS DE SAN JUAN BOSCO ECHEVARRÍA PARRES; Calle 33 No.512 x 20Y 22, Col. Fraccionamiento Montebello, 97113, MERIDA, Yucatán, MEXICO|ALTERNATIVAS BIOENERGÉTICAS, S. DE R.L. DE C.V.; Calle 60 norte, No. 301 Interior 207, Col. Ampliación Revolución, Mérida, Yucatán, MEXICO|
299193|Patente|MX/a/2009/005563|26/05/2009|15/05/2012|<i>H04M11/04</i> <b>(2006-01)</b>|SERVICIOS DE LOCALIZACION DE PLANO DE USUARIO SOBRE PROTOCOLO DE INICIO DE SESION (SIP=SESSION INITIATION PROTOCOL).|Un método y mecanismo para permitir que un servidor de localización inicie un procedimiento de servicio de localización de plano de usuario (e.g., SUPL definido por OMA) a un dispositivo activado de plano de usuario mediante Mensajería Instantánea, o en forma alterna, mediante una sesión SIP existente, si ya está establecida una sesión de multimedia. La solicitud de localización es señalada al dispositivo activado de plano de usuario mediante un mensaje SIP INFO. La solicitud de localización utiliza mensajes SIP para superar cortafuegos y otros aspectos de seguridad de red. Puede proporcionarse localización utilizando SUPL sobre SIP respecto a una persona que llama, la cual hace una llamada de emergencia E91 1. Puede enviarse un Mensaje Instantáneo al dispositivo activado de plano de usuario, e.g. Un teléfono inalámbrico de Voz sobre Protocolo de Internet (VoIP).|YINJUN ZHU; JOHN GORDON HINES; VICTOR BURTON; ROGER S. MARSHALL; FEI YANG; 1430 232nd Avenue SE, 98075, Sammamish, Washington, E.U.A.|TELECOMMUNICATION SYSTEMS, INC.; 275 West Street, Suite 400, 21401, Annapolis, Maryland, E.U.A.|
299194|Patente|MX/a/2009/002146|26/02/2009|15/05/2012|<i>B65G45/16</i> <b>(2006-01)</b>|SISTEMA PARA MANEJO DE MATERIAL A GRANEL.|Un accesorio para manejo de material a granel tal como un limpiador de banda transportadora, para utilizar en conexión con un sistema para manejo de material a granel. El accesorio para manejo de material a granel incluye un bastidor principal, un miembro de raspado, que incluye un brazo y un aspa raspadora conectada pivotalmente al bastidor principal, y un mecanismo amortiguador acoplado por un extremo al bastidor principal y por el otro extremo al miembro de raspado. Un mecanismo de montaje se conecta al bastidor principal para proporcionar movimiento lineal y rotacional del bastidor principal y el miembro de raspado y mecanismo amortiguador asociados. El mecanismo amortiguador incluye un amortiguador que tiene un pistón y un alojamiento, que tiene una cámara de fluido. La viscosidad del fluido dentro de la cámara de fluido se cambia selectivamente para cambiar las características de amortiguado del mecanismo amortiguador, para permitir cambios en las condiciones de operación.|ROBERT TODD SWINDERMAN; CRISTIAN VAVA; 54 Ocean Street, 32137, Palm Coast, Florida, E.U.A.|MARTIN ENGINEERING COMPANY.*; One Martin Place, 61345-9766, Neponset, Illinois, E.U.A.|
299195|Patente|MX/a/2010/008405|30/07/2010|16/05/2012|<i>H04W52/02</i> <b>(2009-01)</b>; <i>H04W36/00</i> (2009-01); <i>H04W76/04</i> (2009-01)|METODO Y APARATO PARA PERMITIR LA RESELECCION DE CELDA PARA LA WTRU QUE OPERA EN RECEPCION DISCONTINUA.|Un método para recepción discontinua (DRX) implementada en una unidad de transmisión/recepción inalámbrica (WTRU) durante la reselección de celda incluyendo iniciar la reselección de celda; deshabilitar la operación de DRX, en donde la desactivación de la operación de DRX permite la recepción continua; transmitir un mensaje de ACTUALIZACIÓN DE CELDA; recibir un mensaje de CONFIRMACIÓN DE ACTUALIZACIÓN DE CELDA; y permitir la operación de DRX con base al mensaje de CONFIRMACIÓN DE ACTUALIZACIÓN DE CELDA.|VINCENT ROY; PAUL MARINIER; CHRISTOPHER R. CAVE; DIANA PANI; ROCCO DIGIROLAMO; 1980 du Caribou, J3N 1N3, Longueuil Québec, CANADA|INTERDIGITAL PATENT HOLDINGS, INC.; 3411 Silverside Road, Concord Plaza, Suite 105, Hagley Building, 19810, Wilmington, Delaware, E.U.A.|
